#Npart= 1728
#ID,	x,	y,	z,	vx,	vy,	vz,	fx,	fy,	fz
  432 	-2.332799e+00 	1.153140e+00 	-8.421777e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  433 	-6.479280e+00 	-7.455081e-01 	2.860447e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  434 	-5.832674e+00 	7.446211e+00 	-9.127441e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  435 	8.291072e+00 	-5.271774e+00 	-8.487730e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  436 	-8.212778e+00 	-9.830809e+00 	-1.000575e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  437 	5.082598e+00 	1.010476e+01 	7.372708e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  438 	-6.708725e+00 	-4.975271e+00 	2.575443e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  439 	2.018804e+00 	1.940648e+00 	9.692535e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  440 	1.039585e+01 	-6.176360e+00 	4.333997e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  441 	8.748498e+00 	-6.048124e+00 	-2.809602e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  442 	-3.816685e+00 	-7.840294e-01 	-8.568545e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  443 	8.891877e+00 	-8.532835e+00 	9.321277e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  444 	-5.505090e+00 	2.990222e+00 	-2.342028e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  445 	-3.634182e+00 	-5.167689e+00 	7.177460e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  446 	9.318277e+00 	8.405581e+00 	6.306850e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  447 	1.672071e-01 	-3.482736e+00 	6.741093e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  448 	1.006799e+01 	3.111392e+00 	-1.947067e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  449 	-9.265959e-01 	-9.423593e+00 	-1.979666e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  450 	-1.876584e+00 	-5.297875e+00 	-8.370198e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  451 	-9.201524e+00 	5.809082e+00 	-2.968702e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  452 	-4.108177e+00 	2.371183e+00 	1.009712e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  453 	9.335760e+00 	6.531384e+00 	9.967826e-02 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  454 	2.222513e+00 	4.670365e+00 	7.140604e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  455 	1.041104e+01 	-1.031163e+01 	4.481552e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  456 	-2.762455e-01 	6.894039e+00 	-4.897147e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  457 	-2.258281e-01 	7.655285e-01 	6.130543e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  458 	9.579131e+00 	7.583576e+00 	-7.918986e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  459 	1.510114e+00 	5.343225e+00 	-9.511945e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  460 	-3.496933e+00 	7.217406e+00 	-2.368235e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  461 	3.240524e+00 	8.387380e+00 	6.135291e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  462 	-3.978436e+00 	-4.756720e+00 	2.595219e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  463 	-9.515342e+00 	5.031260e+00 	-5.060297e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  464 	7.003936e+00 	-5.988232e+00 	-1.437160e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  465 	-8.555344e+00 	-1.032165e+00 	-1.360525e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  466 	-7.046066e+00 	4.196563e+00 	-3.550097e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  467 	9.164195e+00 	5.896297e+00 	-8.081781e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  468 	-4.288387e+00 	6.360146e+00 	-4.156599e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  469 	5.978533e+00 	8.270446e+00 	8.278282e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  470 	7.190987e-01 	6.754829e+00 	-7.728945e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  471 	-6.144822e+00 	-3.295662e+00 	1.035354e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  472 	-5.496145e+00 	-8.306926e+00 	9.285823e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  473 	2.961725e+00 	-3.123920e+00 	-7.547281e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  474 	2.426212e+00 	-5.495809e+00 	9.108356e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  475 	-1.091731e-01 	8.462774e+00 	-9.418394e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  476 	-2.742778e+00 	8.884923e+00 	-1.235377e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  477 	-8.680414e+00 	-8.843338e+00 	-7.588460e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  478 	1.018508e+01 	-7.257169e+00 	-2.240847e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  479 	2.949959e+00 	5.581141e+00 	-9.180637e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  480 	-6.528109e+00 	-1.784792e+00 	7.987596e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  481 	4.645453e-01 	-1.552715e+00 	-8.824736e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  482 	2.395875e+00 	5.500973e+00 	-1.513019e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  483 	9.253735e+00 	7.399064e+00 	-5.594368e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  484 	7.361410e+00 	-8.572376e+00 	4.942198e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  485 	-7.772089e-01 	-7.878283e+00 	1.014146e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  486 	1.611875e+00 	-2.757028e+00 	2.290814e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  487 	1.993462e-01 	8.982483e+00 	-4.983059e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  488 	5.048369e+00 	-3.687211e+00 	-8.229286e-04 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  489 	8.063040e+00 	-7.105817e+00 	6.800798e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  490 	-3.584002e+00 	-7.209768e+00 	8.762546e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  491 	6.894463e+00 	-9.624164e+00 	-6.468605e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  492 	2.395546e+00 	-4.227679e+00 	-6.884134e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  493 	-1.030526e+01 	-8.247595e+00 	-1.119963e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  494 	-2.873791e+00 	3.298062e+00 	5.744658e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  495 	1.107774e+00 	2.847021e+00 	6.961214e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  496 	-8.457790e+00 	-7.945370e+00 	2.711555e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  497 	-2.578374e+00 	-2.057572e+00 	9.249057e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  498 	9.682473e+00 	6.587507e+00 	-2.878642e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  499 	-5.905892e+00 	2.065412e+00 	2.592189e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  500 	6.588028e-01 	-7.326748e+00 	-2.013716e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  501 	2.261763e+00 	-9.239926e+00 	-1.747763e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  502 	-8.936667e+00 	-5.762529e+00 	-9.029104e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  503 	-5.622059e+00 	-1.385641e+00 	8.109961e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  504 	-3.477753e+00 	3.416389e+00 	-8.235968e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  505 	-8.020438e+00 	-4.384281e+00 	3.421329e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  506 	-1.036914e+01 	3.931182e+00 	-3.004157e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  507 	-7.639726e+00 	5.927719e+00 	8.901411e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  508 	-7.921477e+00 	-7.972490e+00 	-5.076358e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  509 	4.335593e+00 	1.076669e+00 	-6.639629e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  510 	6.039017e+00 	6.452316e+00 	-8.482531e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  511 	-1.039140e+01 	1.964946e-01 	8.085122e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  512 	-3.666697e+00 	-2.282837e+00 	-2.306704e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  513 	3.329043e+00 	3.365508e+00 	-3.612837e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  514 	-3.145601e+00 	-9.719331e+00 	-7.560273e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  515 	-9.593486e+00 	-8.182044e+00 	7.796597e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  516 	-5.876272e+00 	3.270941e+00 	3.200759e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  517 	-3.420693e-01 	1.012596e+01 	6.051563e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  518 	-8.564977e+00 	-5.871901e+00 	1.817109e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  519 	-7.800390e+00 	-5.423548e+00 	1.219258e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  520 	3.998643e+00 	1.745537e-01 	-9.865558e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  521 	-2.880641e+00 	9.950355e+00 	-7.971104e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  522 	-9.510539e+00 	1.379397e-01 	7.412843e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  523 	-7.512507e-01 	3.495299e-01 	8.567832e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  524 	-4.914656e+00 	1.875164e-01 	-7.028809e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  525 	-1.405121e-01 	5.177464e+00 	-7.780210e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  526 	-7.232275e+00 	4.573355e+00 	-8.339266e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  527 	-8.358775e-01 	5.902032e+00 	-1.267782e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  528 	6.836337e+00 	8.030552e+00 	1.497330e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  529 	8.507099e+00 	5.066864e-01 	1.689105e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  530 	-3.906300e+00 	-3.181744e+00 	8.201473e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  531 	-2.171112e+00 	-8.887837e+00 	-1.012952e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  532 	2.540859e+00 	5.388020e+00 	-3.868612e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  533 	-2.264235e+00 	5.992891e+00 	-2.021867e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  534 	9.574696e+00 	-6.847404e+00 	-8.379379e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  535 	6.394216e+00 	-7.373264e+00 	-3.269347e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  536 	8.497688e+00 	6.958699e+00 	-6.374345e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  537 	3.072138e+00 	-1.970742e+00 	-4.397569e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  538 	9.893049e+00 	-8.459363e+00 	9.487014e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  539 	6.975828e+00 	5.082893e+00 	2.292187e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  540 	-2.023132e+00 	3.872215e+00 	-3.725673e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  541 	6.971459e+00 	9.761478e+00 	-8.905078e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  542 	-3.481263e+00 	8.367368e+00 	1.038255e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  543 	6.505179e-01 	1.005917e+01 	-7.932107e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  544 	-3.906019e+00 	-9.302082e+00 	-2.469016e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  545 	-9.497085e-01 	2.867938e+00 	8.783896e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  546 	4.801110e+00 	-8.155428e+00 	-6.427875e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  547 	4.001935e+00 	6.876216e+00 	-9.055693e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  548 	3.866647e+00 	1.233514e+00 	3.626944e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  549 	6.671369e+00 	3.269362e+00 	7.645817e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  550 	9.997846e+00 	-8.295566e+00 	-8.639418e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  551 	-1.966273e+00 	-6.411176e+00 	3.211450e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  552 	9.836149e+00 	-5.330620e+00 	1.298596e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  553 	2.215456e+00 	-7.271141e+00 	8.563755e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  554 	-2.977710e+00 	-5.891675e+00 	4.765720e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  555 	-4.085677e+00 	-6.119683e+00 	7.519525e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  556 	3.080731e+00 	-1.865895e+00 	9.851705e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  557 	-7.413147e+00 	-9.800791e+00 	-3.153581e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  558 	-1.967950e+00 	-3.392674e+00 	-4.262612e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  559 	-1.357470e+00 	-5.151602e+00 	6.679389e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  560 	8.233728e+00 	7.573142e+00 	6.433424e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  561 	1.036260e+01 	6.523515e+00 	-2.896712e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  562 	-3.717453e+00 	1.030971e+01 	-1.783838e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  563 	6.322417e+00 	-6.690908e+00 	-8.210230e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  564 	-8.896349e+00 	-2.943624e+00 	6.218678e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  565 	7.909981e+00 	9.962542e-01 	2.583098e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  566 	5.300868e+00 	-8.014138e+00 	-7.956348e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  567 	-1.743410e+00 	-7.963556e+00 	-2.107628e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  568 	-3.823399e+00 	6.089608e+00 	-4.113229e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  569 	-5.962970e+00 	1.006204e+01 	4.568536e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  570 	6.712169e+00 	-1.918427e+00 	-5.507142e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  571 	-9.687183e+00 	-1.127297e+00 	4.511121e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  572 	7.215899e+00 	-3.810835e+00 	9.124905e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  573 	9.276323e-02 	-7.722312e+00 	1.687354e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  574 	-9.843495e+00 	3.321171e+00 	3.494292e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  575 	5.750080e+00 	7.498968e-01 	8.227212e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  576 	6.843464e+00 	3.652813e+00 	1.086816e-01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  577 	1.523281e+00 	1.029294e+01 	1.010639e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  578 	5.550894e+00 	-9.771005e+00 	8.921108e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  579 	-5.803259e+00 	5.082164e+00 	4.849583e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  580 	-2.054795e+00 	5.530895e+00 	-4.032840e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  581 	1.486922e-01 	7.767302e+00 	-6.511144e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  582 	9.684606e+00 	8.824961e+00 	7.490312e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  583 	3.014345e+00 	9.524737e-01 	-1.009660e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  584 	-9.601905e+00 	7.838975e+00 	1.470581e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  585 	-7.880529e-01 	-6.352133e+00 	-1.000536e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  586 	-1.012574e+01 	6.416958e-01 	-7.598501e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  587 	-5.434742e+00 	-6.277238e-01 	-1.267768e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  588 	-8.562831e+00 	-2.046507e+00 	-1.038598e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  589 	9.918459e+00 	-1.594443e+00 	9.731878e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  590 	2.285063e+00 	-7.146137e-01 	3.628472e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  591 	-1.037941e+01 	-2.832342e+00 	6.899440e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  592 	-9.190992e+00 	7.743855e+00 	-1.215532e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  593 	-8.704207e+00 	6.947465e+00 	-5.595721e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
  594 	-2.317111e+00 	-5.501629e-01 	7.584415e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00 	0.000000e+00
